Age  north=Enusmu
Delmalmisno  south=Minolu west=Anu-Alu
Mo-Misma  north=Aginemo
Mo-Esma  south=Egolmo west=Danixu
Doliga  north=Megesmiminixine east=Digo-A west=Anemu
Aminala  south=Mamexa east=Do-Dene
Dinosmo  north=Milismimina south=Anexusme east=Axagodixe
Moda  east=Mo-Ana west=Agismu
Exusmixa  south=Magino east=Aginasna
Elilisma  north=Anudeginu south=Desnaxo east=Emoda
Melmisnima  north=Dusmegimu south=Anosma
Mixexilmo  east=Alnila west=Megu
Anesne  north=Danegixa south=Anesna east=Delaxinu
Amisme  north=Damasmile
Modulu  south=Mo-Mismisne
Migasne  north=Degema east=Mesmusno
Mulmosne  east=Delodo
Amano  north=Egilo-Mu east=Exagule
Alododixu  north=Alilinu west=Modu-A
Alegaxisme  south=Dodano east=Asmele west=Dolmodu
Mu-Ema  north=Mu-Eme south=Mo-Amu east=Enixusmo
Emudine  south=Alinudo
Amilnu  north=Ano-Mu east=Alnismine west=Aludasme
Mu-Esnu  north=Amenexila east=Axudosmu west=Molola
Emegu-Miga  north=Exodimu south=Dilno east=Mu-Enilno west=Asno
Amula  north=Axasma east=Migusna west=Mosnulo
Du  north=Mimimu south=Disno-Ma east=Dulodo west=Do-Egina
Alo  north=Dilmiga west=Almexo
Mimixilne  east=Dixisnixa
Dagasmisno  north=Mu-Damu south=Amo-Da east=Molega
Modixo  south=Emelole
Demesmo  north=Damesmu east=Magaxilo
Agodusma  north=Daligimu south=Axodeme east=Damege west=Axa
Ago-Eme  north=Eligegisnu south=Mulnamo east=Masmaxe west=Damudu
Enu  north=Amulme south=Analude west=Dusmegismo
Esnama  north=Do-Mosno east=Esmasna west=Exodisno
Eligenigu  south=Mosniga
Almolna  east=Dusnela
Emigemimismo  north=Agageximo south=Memema east=Axo-Misno west=Agodiga
Eno-Alne  north=Minine
Mulimo  west=Dinime
Melasma  north=Exosno south=Axaliga east=Mudige west=Amamexixu
Mo-Axe  north=Enigo
Mimu  north=Esnesmino east=Agaxoda
Enelolo  north=Mo-Delmigu
Agududo  north=Anolele west=Elusno
Egena  north=Dusnu-Dixa west=Do-Esne
Amene  north=Egixema south=Emolmismila east=Alnisna
Damoda 
Egimalu  north=Migusmo south=Mu-Esma
Elenu  north=Dixinina south=Dodosne west=Megulo
Dosmolu  south=Megole west=Enanegu
Amilne  south=Elanole west=Aminoda
Denilixa  north=Asmula south=Milmosma
Alisnu  north=Dinano east=Egelegixe west=Dememixe
Dixudu  south=Alolosmu west=Do-Mo-A
Asnilniga  north=Memimu east=Migusne west=Misneme
Eximexe  east=Agamodu west=Asmo-Du
Esniliga  west=Egodo
Dodu-Me  north=Magelu south=Dolegu
Egemu  north=Asnaxa south=Axemusno east=Egodude
Minimo  west=Exanegixo
Axusnino  south=Masnisne east=Daximu
Denima  south=Exigimu west=Dosmimo
Maxudu  north=Agisno south=Agalaxe east=Musmodigu
Muludinu  south=Danulima east=Migo west=Megu-A
Eninesno  west=Amixixa
Dagilo  north=Almixe south=Do-Mela west=Anu-Exo
Anolu  south=Amelolilinigo east=Dimesmu west=Migu-De
Emolaga  north=Mudana east=Dasmosma
Dusname  south=Anolno
Melalnu  north=Misnodo south=Mulesnismu
Dalulmigu  south=Dismilu east=Emegemo west=Anigo-Me
Aminenu  north=Dixo west=Dusminu
Axulemo  north=Dosmixe east=Migamimile west=Menosmo
Mosmigu  north=Malnanisna south=Denosna
Deleno  north=Eganolimu south=Mulme east=Analisno
Dosnaga  north=Mo-Eno south=Asmage east=Malmisma
Mu-Dulo  north=Musno-Do south=Amixila east=Eno-Ma west=Enosnu
Mimo-Ma  north=Egolosmo east=Anemenime west=Dagulno
Mimisno  south=Dilo-A west=Molnasno
Enixode  north=Dusmalu east=Degu west=Degusnu
Mimelma  north=Muleme west=Exalama
Alixusna  north=Emilusmu west=Elemesme
Dismosne  north=Esmesmisna west=Delodo
Enexe  north=Amilisnu east=Examimimu
Egemolima  west=Asmosne
Agamodu  north=Emimesmina south=Agosmismo east=Esnigo west=Eximexe
Denasnu  north=Misname south=Aginu-Do east=Emexusnu
Minode  north=Aniximu
Dame  south=Elmeme
Molnilmu  north=Dasnalnu south=Dulu-Mina east=Dulixu west=Asnele
Dilolo  south=Mulmusno
Egalusmo  north=Enolelo south=Enudasmo east=Ano-Ega
Elixa  north=Du-Ege south=Du-Dixa east=Maxalo
Egimo  east=Dasmosnu west=Delu
Migulima  north=Emanegu east=Aximaga west=Molega
Animolme  north=Dusmisne east=Miligixu west=Misnisno
Asmano  north=Danasme south=Enu-Du west=Do-Do-Ma
Mudexe  north=Alnismine east=Axu-Ama
Elmule  west=Egodisno
Mamanu  north=Exexalu east=Dexame
Mesmilu  south=Agima west=Ananexu
Mudigimo  east=Mamigo
Danolnisne  north=Esnesmo
Duda  north=Alexixo south=Mudule east=Aximesna west=Egulixo
Menegigo  north=Dismo south=Magaxilo east=Manolno west=Damesmu
Dolnanigu  north=Daxode south=Enodudu
Muline  north=Enulige south=Minega east=Alinu-Da west=Do-Dema
Dagaxisma  north=Amudagu west=Dalilu
Milaxu  north=Dulo-Do south=Dinodu
Almexo  south=Anemino east=Alo
Exalmo  north=Dagosmo south=Egalame east=Alnesnilo west=Esnismo
Elnilo  north=Modexa east=Amilo-Da west=Alnisna
Melo-De  north=Aganole east=Agimo-E
Eno-Emo  south=Mosnexu east=Dalosmu
Modigima  east=Modisme
Asmusma  north=Dudixu south=Asmusme
Agilodu  south=Dixasnimo east=Dodelu
Agosnine  north=Egexulisnu south=Eginu-Dilnilma east=Milimilnixinigine west=Emegalu
Anu-Esnu  north=Dilmula east=Dusmolnina west=Mesmigigo
Delaninixu  north=Dodulmo south=Demixo west=Manule
Esnasmo  north=Axulodu south=Dolnu-Mu west=Dilaxu
Denimo  south=Duludigu east=Agu
Aminega  north=Magimino east=Manudixa west=Almasnixa
Mismu-A  south=Desmexu east=Amudimixo west=Molame
Dimixo  south=Anenemino east=Eno-A
Amo-Ene  north=Demode
Egexesmo  north=Denudo south=Degenu west=Dixosna
Emame  south=Musmana west=Enimaga
Delaxinu  north=Modime west=Anesne
Enulu  north=Enisnigo east=Milnude west=Axexano
Demegisme 
Mosnanixa  south=Agosmo
Enanegu  north=Mulosmixo south=Exaxula east=Dosmolu
Asnile  north=Asnila south=Do-Axa
Masmena  south=Dixudo
Exudeno  north=Demalna south=Eginusnixa
Eginasme  south=Musnelima
Dalmaxo  south=Mosmo
Damega  south=Exelnigo east=Amelu-E
Do-Ega  north=Degagisna south=Delmu-A west=Megesmu
Daxega  south=Dudalixine west=Masna
Aximalu  north=Exo-Me east=Enigililmixo west=Mexode
Mamu  south=Elosno
Mudodigu  east=Molage west=Megegu
Dismama  north=Elixemililo east=Eligusmu west=Dexu
Axo-Du  south=Du-Asme east=Du-Exu
Damu 
Mosnano  north=Elu-Ema east=Mimema
Musma  north=Alolno south=Alaxilu west=Agaxalu
Esnasma  north=Memimigu east=Doda
Dulu-Ma  north=Dolmodu east=Dodano west=Agesne
Malosma  north=Dasno
Migu-De  south=Mosmule east=Anolu
Degodo  south=Degoda east=Dinana
Mulo-A 
Amesnu  north=Agaxeniximilina east=Asninu
Megude  south=Masnexo west=Dismu-E
Mulisme 
Asnigino  south=Molmene west=Digudilino
Mudosmo  south=Eno-Du east=Digiga west=Egamudixa
Axu  north=Dusmo-E south=Mo-Mo-Mimu west=Mismela
Anenosmo  south=Dusnu-Mo west=Denisno
Dulagu  north=Milexo west=Dexo-A
Enimusmimo  east=Dusmamismo
Milego  north=Masmisnilna south=Musmexe east=Emaxu-Mu west=Anenino
Amagude  north=Demolu south=Ano-Elixe west=Elmole
Anemaxilisma  north=Dusninu
Mamilna 
Egu-Ege  north=Amodilne south=Egu-Asne west=Amamulnu
Minolu  north=Delmalmisno south=Dimode
Exo-Mixe  south=Dosnudo east=Megesma west=Megesna
Egolmo  north=Mo-Esma south=Delesno east=Mesmimixu west=Maxena
Mixamisnimo  north=Digoda west=Esmismo
Mu-Dusmixa  north=Asnima
Milismimina  south=Dinosmo east=Maxaga west=Dalmene
Anolu-Do  south=Molisno east=Denalu
Mesnine  north=Esmu-De west=Digo-Me
Molnena  south=Muligu
Dudemu  south=Masmaxa east=Esnanixu west=Magegu
Damasmile  north=Amismo south=Amisme west=Enimisno
Mismisne  east=Egamo-A west=Ego-Do
Minele  east=Dulosmixu west=Alu
Dilmigigine  south=Misnu east=Dosmigu
Dimemo  west=Anixaxe
Esmane  south=Damosmu east=Anale west=Egu-Dino
Mu-Eme  north=Axu-Mile south=Mu-Ema east=Anegigu west=Mudalu
Emulnixu  north=Ano-Ane east=Esmisma
Amenexila  south=Mu-Esnu east=Egusmigo
Dinesnu  north=Du-Dosmu east=Minasnu
Exodimu  south=Emegu-Miga east=Alosnisma west=Agexisnimo
Axasma  south=Amula west=Enosna
Mexusma  south=Digolma
Danexe  east=Anilosne west=Malo
Ala  south=Exino
Axeno-Da  south=Amamole
Dosmemina  south=Denene east=Anolnina west=Anulosne
Emelole  north=Modixo south=Minegu west=Du-Mexisne
Misnosne  south=Dulusmu west=Alosna
Axodeme  north=Agodusma south=Agolo-Mima west=Degulninu
Esminilixu  north=Manesmo
Magegu  north=Dosnusnu east=Dudemu
Amulme  south=Enu east=Migosmismu west=Mudosmismo
Do-Mosno  north=Elo south=Esnama east=Esmasne
Melaga 
Elolime  north=Memuda
Agageximo  north=Dimelmino south=Emigemimismo east=Mixesmu
Elmilime  north=Axudixo
Dulmo  north=Dodage east=Mo-Diga
Exosno  north=Esnulna south=Melasma
Mu-Axixu  north=Mo-Ana south=Mulagilmu
Mo-Delmigu  north=Enalnu south=Enelolo
Enu-Ano  south=Alo-Mu
Exosninu 
Emolmismila  north=Amene east=Digage
Elaxu  north=Emexana west=Egodosna
Migusmo  south=Egimalu east=Anemesmo
Dixinina  north=Agemosmisne south=Elenu west=Megame
Mosmena  north=Amilna
Elegimisnilno  north=Asmule south=Mosmegiximo east=Alaximo west=Axu-De
Dinano  south=Alisnu west=Eninile
Dolago  north=Delode east=Enixama west=Mesmino
Memimu  north=Axu-Ego south=Asnilniga east=Amelmo
Damagu  north=Mudema south=Mudeme
Exolama 
Axemusno  north=Egemu
Amagolmu  south=Magosma west=Mosmu-E
Anilosne  west=Danexe
Mamoda  north=Enixinu west=Agigigu
Modigu  west=Mu-Egixu
Memelmo  north=Anemexu west=Misno-A
Mu-Dagime  north=Alno-Digo south=Musmema
Du-Musne 
Do-Mela  north=Dagilo south=Dismolu west=Mosmala
Mimene  north=Dine east=Desma
Dexu  south=Damimu east=Dismama west=Exolodo
Anolno  north=Dusname south=Alusnixe
Dismilu  north=Dalulmigu east=Agexixe
Asnesmu  north=Exigiximu east=Esnodigu
Malnanisna  south=Mosmigu east=Ano-Exixo
Eganolimu  north=Amosnima south=Deleno
Mo-Eno  north=Mo-Ena south=Dosnaga west=Axodima
Musno-Do  north=Elilu south=Mu-Dulo east=Migesmu
Dilode  south=Elulmo
Dilo-A  north=Mimisno south=Dudanismila west=Desnode
Amudosmo  north=Megesma east=Eligudine west=Dosnudo
Demisnixixinime  north=Menalne south=Megino
Degilo  east=Desnismu
Mamu-A  east=Aginu
Amilisnu  north=Axulnu south=Enexe
Emimesmina  north=Agalulimu south=Agamodu east=Mexema
Aniximu  north=Minoda south=Minode east=Enosma west=Anusme
Musnenu  north=Enaxulisnu south=Esmage east=Musnusmu west=Eluda
Dudosno  north=Molmosmo south=Exu-Elu east=Milnelu west=Melo
Exalixa  south=Dixilo east=Milmosma
Esmaxa  east=Magino west=Demimu
Egolu-Migu  north=Alno east=Asno-De
Du-Dixa  north=Elixa east=Demusmu
Axanulu  south=Megu west=Egixusmu
Dusmema  east=Mimude
Enixu  south=Dulisnu
Elne  north=Elna south=Dinigu east=Mexo-Du
Exexalu  north=Du-Egu south=Mamanu east=Manale
Agexixe  north=Emegemo south=Esnu-E west=Dismilu
Esnesmo  north=Aganudixo south=Danolnisne east=Mesmalu
Dismo  south=Menegigo west=Du-Malmu
Dasnusmina  west=Aginige
Enodudu  north=Dolnanigu south=Dimilisma
Minega  north=Muline south=Megego east=Mo-Dolno west=Elodimo
Do-Dusmixu  south=Doludixa east=Dilolima
Dinodu  north=Milaxu south=Dulenilo east=Exo-Mo
Anemino  north=Almexo south=Anilolinige
Dula 
Migudo  south=Agininu
Aganole  north=Meno south=Melo-De east=Maxosme
Esno  north=Dixolinu
Asnele  east=Molnilmu
Dudixu  south=Asmusma east=Delana
Egexulisnu  north=Melnula south=Agosnine
Esneme  north=Exisno south=Egodila east=Asnixu west=Dasninu
Dodulmo  north=Dexino south=Delaninixu
Dolnu-Mu  north=Esnasmo
Emosne  north=Mu-Denimu south=Megodilo east=Enusmo
Axo-Ame  south=Molnolu west=Danilo
Desmexu  north=Mismu-A south=Eludila west=Anisna
Migimo  south=Axamasna east=Migaxismo west=Dosmigu
Elmamino  east=Agulamino
Demode  north=Amixego south=Amo-Ene
Digu  west=Amilna
Degenu  north=Egexesmo south=Mulina east=Asmanismu
Asnimo  north=Do-Aliga east=Mulneme
Axusmimu  east=Asnamixe west=Meme
Modime  north=Modima south=Delaxinu west=Danegixa
Enisnigo  south=Enulu east=Egududa west=Axilinu
Aludo-Du  north=Agosma
Amemaminine  north=Maxene
Exaxula  north=Enanegu east=Megole
Anexilu  north=Anu-Dixa south=Enaxamo east=Exodilu west=Mamame
Do-Axa  north=Asnile south=Denago west=Alo-Ma
Dixudo  north=Masmena west=Maxolu
Degega  north=Amudolmu south=Esmasme
Musnelima  north=Eginasme
Migelo  south=Mimago
Mosmo  north=Dalmaxo south=Desnaxe east=Alne
Exelnigo  north=Damega south=Damego east=Dosmesma west=Dasmo-Da
Delmu-A  north=Do-Ega east=Dinosma west=Migexe
Maxu-A  south=Daxego west=Emisna
Anemode  north=Degulno west=Exusnixu
Exo-Me  south=Aximalu
Axisne  north=Disna east=Anosmu west=Musme
Elixemililo  south=Dismama east=Meme
Enelena  west=Amudagu
Anamimu  north=Digolismo west=Mesnago
Elu-Ema  south=Mosnano west=Magodu
Dodelu  north=Musmo south=Elnodu east=Dexo west=Agilodu
Memimigu  north=Mename south=Esnasma east=Animu-A
Exixe  south=Dismexo east=Mu-Ame west=Musmilisne
Mosmule  north=Migu-De south=Mesnimo east=Amelolilinigo
Degoda  north=Degodo
Megudu  north=Emaninu south=Du-Egixu west=Asno-E
Dudilo  east=Dosnodo
Emexege  north=Esmosnu east=Digexe west=Dusme
Anemenime  north=Anodano east=Damu-A west=Mimo-Ma
Dulnina  north=Eliximu west=Mimo-E
Milexo  north=Almo-Misno south=Dulagu east=Amenixo west=Masmenige
Asmanismu  west=Degenu
Musmexe  north=Milego south=Dodima east=Milolo west=Enosne
Milosma  west=Axosmu
Ano-Elixe  north=Amagude south=Asmine east=Elnulna west=Elina
Du-Mo  south=Egesmime
Egu-Asne  north=Egu-Ege west=Emixuda
Dimode  north=Minolu south=Anolele east=Dane west=Mu-Demigu
Musminina  north=Migusma east=Dosnixu west=Magulmigo
Memena  east=Alosno
Digoda  north=Egigega south=Mixamisnimo east=Manudo west=Doleginigila
Mamexe  east=Agu-Asmo west=Emixosme
Asnima  north=Musnexa south=Mu-Dusmixa west=Elosmilu
Delile  north=Alolamo west=Enenosna
Esmu-De  north=Amudalo south=Mesnine east=Mu-Mu west=Anenaxe
Aximaga  south=Dimu east=Elnime west=Migulima
Amismo  south=Damasmile east=Egolu-E west=Axudaxo
Dulo-A  east=Desmale
Agenexa  south=Memina
Misnu  north=Dilmigigine south=Elu-Elilna east=Mosno-Do
Dodesnu  east=Moduda
Damosmu  north=Esmane east=Eludinu
Amo-De  north=Dodano
Axu-Mile  south=Mu-Eme east=Dolegu west=Dodudu
Alo-A  south=Dasnigo east=Dexisma west=Mismesmo
Esnodilmo  north=Desno east=Dalnusmu
Du-Dosmu  south=Dinesnu east=Dodesno
Enalime 
Ego-Amimu  south=Alnaxa
Amamole  north=Axeno-Da south=Molixa east=Alu-Me
Dexexa  south=Digigo west=Minu
Masno-E  east=Dasmu-Mu west=Enasmo
Du-Malmu  south=Damesmu east=Dismo west=Elilme
Dulusmu  north=Misnosne south=Magodu west=Agano-A
Digegisna 
Dosnusnu  north=Mulnamo south=Magegu west=Demega
Mudu  north=Agala east=Menolmo west=Aginemo
Elo  north=Mosmale south=Do-Mosno east=Alenulno west=Egamexo
Asnisnigo  west=Axixana
Memuda  south=Elolime
Dimelmino  north=Manusme south=Agageximo east=Dagolo
Mimele  west=Amolago
Elegusnu  south=Minine
Esnulna  south=Exosno west=Mudisna
Mulagilmu  north=Mu-Axixu south=Mo-Ane east=Alego-A west=Demama
Enalnu  south=Mo-Delmigu west=Esmele
Alo-Mu  north=Enu-Ano south=Mu-Mega east=Asmolmilna west=Mu-Milmu
Megege 
Emoda  west=Elilisma
Emexana  north=Degu-Do south=Elaxu west=Ana
Dolo  west=Musmege
Agemosmisne  south=Dixinina east=Asmanisnu west=Melanismu
Asneme  north=Mesmisminu
Amilna  north=Elanole south=Mosmena east=Digu west=Molenina
Asmule  north=Milmosma south=Elegimisnilno west=Dixilo
Delode  north=Amaneno south=Dolago west=Musnalnu
Axu-Ego  south=Memimu east=Dimile
Milmale  north=Alne east=Aminu-Du west=Desnaxe
Mudeme  north=Damagu east=Agalulimu west=Dalaxa
Elusnu  east=Menole west=Dule
Anudenige  south=Exodama east=Egine
Enigililmixo  south=Aligodilo west=Aximalu
Magosma  north=Amagolmu east=Maxene west=Axisnima
Mu-Enilno  north=Alosnisma east=Malama west=Emegu-Miga
Asmile  north=Alnusna south=Amigama east=Esnela west=Mesnu
Enixinu  south=Mamoda east=Mo-Mismisne west=Anelniga
Migene  north=Agimu east=Aginemo west=Axenemo
Anemexu  south=Memelmo east=Disnelilnilnu west=Alagulne
Axulu  east=Milega
Alno-Digo  north=Musmemo south=Mu-Dagime
Aminosmu  north=Esnexige west=Dage
Esnulma  south=Almixe west=Degaxa
Dine  south=Mimene
Damimu  north=Dexu south=Masnanu
Agalude 
Esmusmixismu  south=Elemolmo
Dodasme  west=Dimale
Axo-Misno  north=Mixesmu south=Dixo west=Emigemimismo
Agu-Me  east=Enilo-E
Mudolixa  west=Dexisma
Alego-A  east=Agemo west=Mulagilmu
Mo-Ena  north=Mo-Ene south=Mo-Eno
Mosnulisme  north=Amixila east=Exagaxe
Dimaxo  north=Egana east=Asnanu west=Digusmisnilna
Elulmo  north=Dilode south=Egolosmo
Enimesmu 
Malelna  south=Alnusme east=Exudu west=Modemo
Dalesminu  east=Dega west=Dexusma
Megino  north=Demisnixixinime south=Dixusmu east=Disninu west=Eneno
Agodelme 
Axulnu  south=Amilisnu
Du-Du-A  north=Agosmismo east=Esnino
Elagelma  north=Aginu-Do east=Enamino
Dulasno  south=Mesnilnixa
Anexemilininixa  north=Magige east=Egegusma west=Anixexo
Enaxulisnu  north=Elmeme south=Musnenu west=Aginelimismo
Exu-Elu  north=Dudosno
Axixilu  west=Esnisna
Alno  north=Enudasmo south=Egolu-Migu
Daniga  west=Emusna
Mo-Dalmiga  south=Mamole
Musmodigu  south=Egasmu east=Meximo west=Maxudu
Megu  north=Axanulu south=Emanegu east=Mixexilmo west=Elanasmiga
Migo  south=Dusmisne east=Asmesmu west=Muludinu
Dulisnu  north=Enixu south=Du-Mexe
Asmixe  south=Alimano west=Diganile
Elna  north=Anilosna south=Elne east=Ago-Ale
Mexaxe  north=Almaxa south=Dalnodu
Du-Egu  south=Exexalu east=Agagode west=Delasne
Emegemo  north=Melnudililu south=Agexixe west=Dalulmigu
Aganudixo  north=Eginosna south=Esnesmo
Molola  east=Mu-Esnu west=Agigudu
Alinosno  north=Magaxilo
Egagine 
Megego  north=Minega south=Agamemo
Elmesne 
Anilolinige  north=Anemino south=Elmaxu east=Esnulu
Agininu  north=Migudo south=Alnila
Modexe  south=Modexa
Meno  north=Egegilu south=Aganole
Esna  north=Mududima south=Mimelisna
Dinalo  north=Emaxelo east=Diginige
Egudino  north=Demege east=Asmu
Exisno  north=Elagime south=Esneme west=Amelme
Digu-A  south=Dinemige east=Alnode
Axamo 
Dixo-A  south=Megagila
Megodilo  north=Emosne
Emexusnu  north=Amixamo south=Enenulu west=Denasnu
Molnolu  north=Axo-Ame
Axamasna  north=Migimo south=Esmulo west=Mosno-Do
Amamexixu  east=Melasma
Amixego  north=Axasmo south=Demode
Do-Aliga  south=Asnimo
Danege  east=Doligu
Do-Memo  north=Mesnilo south=Dilnaga west=Axuline
Maginu  north=Molisno west=Exulusne
Agosma  north=Agosmo south=Aludo-Du
Mesmixo  north=Enanage west=Amusme
Anu-Dixa  north=Milanisno south=Anexilu east=Dimusno
Denago  north=Do-Axa south=Du-Mulna west=Dismexe
Esmasme  north=Degega south=Magode east=Dusmilu west=Dexanige
Mimago  north=Migelo south=Migela
Damego  north=Exelnigo south=Musmolo west=Mosmamilu
Daxego  north=Maxu-A west=Eludage
Degulno  north=Aliximu south=Anemode west=Danalilmu
Musnulo  east=Dinanigixu
Esnu-Me  north=Elasme east=Daxima
Magimo  north=Esno-Me east=Elmelo west=Enisna
Modosme  north=Moligo west=Alige
Dana  north=Aginale east=Egelesmu
Digolismo  south=Anamimu
Dosmimo  south=Mo-Mo east=Denima west=Musmana
Elnodu  north=Dodelu south=Asma west=Dixasnimo
Mename  south=Memimigu east=Emudolu
Dismexo  north=Exixe west=Enalodu
Amudimisno  south=Musnagige west=Mesnilnixa
Mesnimo  north=Mosmule east=Egaminu
Aludasme  east=Amilnu
Amesno  south=Amesna
Du-Egixu  north=Megudu south=Mu-Mesna
Examixo  north=Daxa east=Asmole
Mamismimo  north=Amolusnisnu south=Elulilo
Mudina  north=Emilemigo west=Eminu
Esmosnu  south=Emexege west=Asmego
Mu-Anu  south=Enusmu east=Anaxamo west=Dosmamo
Anodano  south=Anemenime west=Egolosmo
Eliximu  south=Dulnina
Exanenila  north=Enisma
Almo-Misno  north=Enelane south=Milexo west=Danu-Da
Alnusme  north=Malelna
Dodima  north=Musmexe south=Mamasne east=Melusmina west=Dinosnigo
Mismane  north=Emo-Exina south=Demolu east=Danasna west=Eline
Egesmime  north=Du-Mo south=Dusninu
Emanalme 
Do-Ene  south=Mulemo
Axamulo  south=Musmusno east=Mulmulilo west=Agosmu
Esmosmu  south=Amamile east=Mixola
Masnaxixa  south=Molusnu
Egigega  north=Anusnu south=Digoda
Musnexa  north=Exigamo south=Asnima east=Demalmo west=Dasno-E
Alolamo  south=Delile west=Mesnulima
Musmane  north=Mudamo east=Melmu west=Demo-Do
Amudalo  south=Esmu-De west=Alela
Dalnu-Da  north=Muligu
Anesnu 
Enixusne  south=Dolude west=Axixanu
Dimege 
Esnisna  south=Esnisne east=Axixilu
Memina  north=Agenexa
Elu-Elilna  north=Misnu south=Dimelixilnu
Aximosme  south=Dulmegu
Masmo-E  south=Egodesne
Dodano  north=Alegaxisme south=Amo-De west=Dulu-Ma
Amagelmo  north=Esmixiliga west=Minaga
Desno  south=Esnodilmo west=Modosnu
Musne  north=Elamo-A west=Agu-Elo
Esnexilno  north=Dilne east=Enixudu west=Emasnilo
Musnaga  north=Digolma east=Elegima
Alnaxa  north=Ego-Amimu
Misnigilmu  north=Molminiligismine east=Enododa
Digigo  north=Dexexa south=Dalode
Disnanu  east=Exigolu west=Eligigimu
Damesmu  north=Du-Malmu south=Demesmo east=Menegigo west=Ageginu
Manilmo  north=Axolodu
Asnule 
Animimu  north=Axino east=Deginigige west=Maxine
Agala  south=Mudu west=Enano
Mosmale  north=Alnode south=Elo east=Anilanu west=Dinemige
Dimalo  north=Emanu-E south=Mismene west=Dosmusna
Manusme  north=Memamu south=Dimelmino west=Esnegime
Minine  north=Elegusnu south=Eno-Alne west=Digodu
Demila  north=Agu-Asmo south=Do-Dene east=Mu-Alu
Enigo  south=Mo-Axe east=Melosnu west=Dudele
Dolnolo  south=Masnixina east=Axixanu west=Esnole
Mu-Mega  north=Alo-Mu
Axosmu  north=Axixe east=Milosma west=Enulma
Degu-Do  south=Emexana west=Deginigige
Mesnegixu 
Mesmisminu  north=Asno-Mo south=Asneme west=Egismilu
Axismisne  east=Agana
Agagelo  north=Mosmegiximo east=Amilu-E west=Misnegu
Amaneno  north=Delodo south=Delode
Anu-Ma  north=Eludolimo south=Alelexixe west=Asmusnixe
Eginusna  south=Mudema west=Menude
Enixusmo  north=Anegigu west=Mu-Ema
Axesmo  south=Minigu
Aligodilo  north=Enigililmixo south=Dinanigixu east=Egudiga
Minasnu  north=Dodesno east=Danixu west=Dinesnu
Anilosna  south=Elna east=Dinagu west=Eligusna
Alnusna  south=Asmile west=Axeno-Du
Almegismisna  east=Enililisnimu
Agimu  south=Migene east=Enano
Dinenime  east=Mulosna
Musmemo  north=Aninixa south=Alno-Digo west=Anolulmime
Esnexige  south=Aminosmu west=Egusmu
Almixe  north=Esnulma south=Dagilo
Masnanu  north=Damimu south=Magaxa east=Dilinila
Dusnolmo  east=Molnamo west=Analude
Molisnige  north=Agulime
Dixo  north=Axo-Misno south=Aminenu east=Elesmu west=Memema
Emenolno  north=Exelisne south=Exigiximu
Melosnu  north=Axudagu west=Enigo
Asmiliga  north=Melusmina east=Dusmilnigu west=Mamasne
Enexixu  north=Anesme south=Egagolnu east=Dudo west=Minesme
Mo-Ene  south=Mo-Ena west=Esmodime
Amixila  north=Mu-Dulo south=Mosnulisme east=Exixo-Me west=Alodu-A
Egana  north=Eludulnu south=Dimaxo
Mosmimu  north=Digenixe east=Minusme
Danu-Da  north=Musnu south=Masmenige east=Almo-Misno
Emu-Ma  west=Elosno
Dulana  south=Elaxame
Enixama  south=Dinilo east=Melnulo west=Dolago
Mosnemo  south=Anolola west=Dilmola
Agosmismo  north=Agamodu south=Du-Du-A
Elnana  north=Aninu-E
Migelu  north=Asnusmo south=Egodude west=Asnaxa
Magige  north=Mixusninine south=Anexemilininixa
Egalane  north=Malama
Dagele  east=Asmula west=Exudusma
Mamudo  south=Enu-Mixisno east=Amilela
Memusnu  east=Agodigo
Mamole  north=Mo-Dalmiga south=Exegaxiga east=Maxalu west=Exalu
Egasmu  north=Musmodigu east=Dasmosno west=Agalaxe
Dolamo  east=Dududisma west=Mesnane
Dusmisne  north=Migo south=Animolme east=Eludalo west=Danulima
Emudisna  north=Esmixo east=Mimuda
Minelo  south=Axudaxo west=Dudiga
Du-Mexe  north=Dulisnu south=Dusmo west=Emamamu
Esmano  west=Memode
Almaxa  south=Mexaxe east=Exulexu
Agima  north=Mesmilu east=Musminu west=Daxesno
Elesmu  east=Examusmu west=Dixo
Eginosna  north=Dolnelo south=Aganudixo
Magaxilo  north=Menegigo south=Alinosno east=Mosnine west=Demesmo
Agamemo  north=Megego
Dasnela  west=Egisma
Mesmudo  south=Dismelu
Elmaxu  north=Anilolinige
Migesmu  south=Eno-Ma west=Musno-Do
Alnila  north=Agininu east=Deludima west=Mixexilmo
Modexa  north=Modexe south=Elnilo east=Agolanu
Mududima  south=Esna east=Desnasmo west=Mismina
Emaxelo  north=Dismisno south=Dinalo east=Asmexu
Demege  north=Axismo south=Egudino east=Misnixo west=Mula
Migalmilu  east=Memasmo west=Mexinismu
Exexusna  north=Egodila east=Agodu-E west=Mesnosmo
Dinemige  north=Digu-A south=Egamexo east=Mosmale
Demixo  north=Delaninixu east=Migu-Do
Mexema  south=Esnigo east=Mesmige west=Emimesmina
Amulmilno 
Enenulu  north=Emexusnu south=Enamino west=Aginu-Do
Axelame  south=Amilalu
Musnoda  south=Aximamu west=Egudiga
Migusna  east=Dusmudino west=Amula
Axasmo  north=Esnanu south=Amixego west=Alenaxe
Mo-Exixe  north=Amimilo south=Aganu east=Axa west=Dilosnu
Emimelilo  north=Dudala east=Mo-Me
Mesnilo  north=Daloda south=Do-Memo east=Masnega
